campaign_id,campaign_name,channel,date,impressions,clicks,conversions,cost,revenue,target_audience,region
CMP_007050,Fall Awareness,Google Ads,2025-11-10 18:06:32.560854,14175,569,50,627.66,4350.09,Adults (35-44),North America
CMP_000174,Summer Conversion,Instagram,2025-07-31 18:06:32.560854,16969,928,15,917.58,2649.42,Professionals (25-34),Latin America
CMP_003322,Winter Awareness,Facebook,2025-05-11 18:06:32.560854,23629,1261,125,1480.75,15768.33,Professionals (25-34),Asia Pacific
CMP_005925,Winter Launch,LinkedIn,2025-08-08 18:06:32.560854,1587,100,4,338.08,627.45,Adults (35-44),North America
CMP_003373,Winter Awareness,Email,2025-08-16 18:06:32.560854,17166,832,58,546.85,,Young Adults (18-24),Europe
CMP_003312,Holiday Retention,Email,2026-01-02 18:06:32.560854,855,57,6,214.37,907.68,Adults (35-44),North America
CMP_005793,Q2 Retention,LinkedIn,2026-03-24 18:06:32.560854,17927,519,38,935.67,6162.72,Adults (35-44),Asia Pacific
CMP_006465,Winter Retargeting,Google Ads,2026-02-14 18:06:32.560854,8244,262,16,748.66,1791.98,Seniors (45+),Europe
CMP_006337,Winter Launch,Google Ads,2025-07-03 18:06:32.560854,15610,245,29,877.7,1001.31,Professionals (25-34),North America
CMP_005395,Winter Launch,Google Ads,2026-01-20 18:06:32.560854,3806,226,8,889.76,885.04,Young Adults (18-24),Asia Pacific
CMP_003404,Q2 Retargeting,Facebook,2025-09-11 18:06:32.560854,3069,82,3,88.29,350.92,Adults (35-44),Europe
CMP_000019,Winter Retargeting,Google Ads,2025-10-21 18:06:32.560854,35599,2678,81,9249.87,2766.66,Young Adults (18-24),Latin America
CMP_003692,Summer Promo,Facebook,2025-11-22 18:06:32.560854,1341,90,9,263.62,1607.63,Seniors (45+),Europe
CMP_006105,Winter Launch,Email,2025-06-12 18:06:32.560854,22761,461,14,1734.68,1936.93,Professionals (25-34),Europe
CMP_004097,Holiday Retention,LinkedIn,2025-04-10 18:06:32.560854,5848,364,34,1234.85,2953.52,Adults (35-44),North America
CMP_003629,Holiday Conversion,Instagram,2026-02-09 18:06:32.560854,3475,285,23,717.6,3327.38,Young Adults (18-24),Latin America
CMP_006399,Winter Launch,Facebook,2025-10-24 18:06:32.560854,6497,132,15,109.21,2678.93,Professionals (25-34),Latin America
CMP_002175,Fall Conversion,Email,2025-07-31 18:06:32.560854,9730,290,13,576.47,2338.94,Professionals (25-34),Asia Pacific
CMP_001357,Fall Conversion,Email,2026-03-09 18:06:32.560854,20165,525,26,2246.85,1929.32,Young Adults (18-24),Europe
CMP_004906,Holiday Launch,LinkedIn,2025-06-30 18:06:32.560854,3993,268,28,328.99,918.41,Adults (35-44),Latin America
CMP_007328,Q2 Retargeting,Google Ads,2026-01-26 18:06:32.560854,946,55,4,101.69,395.58,Seniors (45+),Europe
CMP_003113,Winter Launch,Instagram,2026-01-19 18:06:32.560854,1864,95,5,170.02,,Young Adults (18-24),North America
CMP_000183,Q1 Promo,Email,2026-03-15 18:06:32.560854,18840,1202,124,3371.26,18720.12,Seniors (45+),Europe
CMP_007273,Winter Launch,Email,2025-12-29 18:06:32.560854,9186,115,5,302.43,287.6,Young Adults (18-24),Asia Pacific
CMP_006392,Fall Conversion,Google Ads,2025-10-15 18:06:32.560854,8408,160,3,251.47,496.42,Professionals (25-34),Latin America
CMP_001813,Fall Conversion,Email,2025-08-17 18:06:32.560854,2788,50,2,61.78,111.28,Adults (35-44),North America
CMP_005222,Q1 Promo,Facebook,2025-11-05 18:06:32.560854,2700,135,10,476.06,,Young Adults (18-24),Asia Pacific
CMP_001801,Q2 Retention,Email,2026-03-22 18:06:32.560854,4551,74,4,120.74,444.23,Young Adults (18-24),Latin America
CMP_002430,Winter Launch,Google Ads,2026-03-06 18:06:32.560854,6926,325,10,176.39,1610.38,Young Adults (18-24),Europe
CMP_007047,Q1 Promo,LinkedIn,2026-01-23 18:06:32.560854,768,14,1,34.51,172.31,Adults (35-44),North America
CMP_007311,Summer Promo,Instagram,2026-03-25 18:06:32.560854,2284,136,14,349.04,,Young Adults (18-24),Asia Pacific
CMP_006975,Q2 Retention,Google Ads,2025-11-29 18:06:32.560854,5590,427,13,406.2,857.81,Seniors (45+),North America
CMP_005634,Winter Launch,LinkedIn,2025-07-13 18:06:32.560854,11085,826,24,826.26,,Professionals (25-34),Europe
CMP_005381,Winter Awareness,Email,2025-07-30 18:06:32.560854,84314,4738,98,7561.32,4861.69,Adults (35-44),Latin America
CMP_007704,Winter Sale,Facebook,2025-09-23 18:06:32.560854,4463,185,15,699.61,1948.16,Young Adults (18-24),Asia Pacific
CMP_001160,Fall Awareness,LinkedIn,2025-04-19 18:06:32.560854,7797,527,46,694.29,1629.67,Professionals (25-34),North America
CMP_001214,Fall Awareness,Email,2026-02-10 18:06:32.560854,14217,940,50,3579.63,4566.25,Adults (35-44),Latin America
CMP_001326,Summer Promo,Instagram,2025-09-15 18:06:32.560854,14623,632,25,2530.54,,Professionals (25-34),North America
CMP_004982,Winter Awareness,Facebook,2025-08-07 18:06:32.560854,5344,198,5,854.43,168.34,Young Adults (18-24),Europe
CMP_001456,Winter Awareness,Instagram,2026-03-16 18:06:32.560854,130765,1962,30,4193.13,5000.53,Young Adults (18-24),Latin America
CMP_004743,Holiday Launch,Instagram,2025-04-23 18:06:32.560854,8061,677,25,378.92,1790.17,Young Adults (18-24),Europe
CMP_006352,Holiday Retention,Instagram,2025-11-20 18:06:32.560854,12817,443,8,1738.77,1219.67,Seniors (45+),Europe
CMP_001645,Winter Launch,Google Ads,2025-05-24 18:06:32.560854,31106,1946,87,2868.49,3340.74,Professionals (25-34),Asia Pacific
CMP_002141,Winter Awareness,LinkedIn,2026-02-16 18:06:32.560854,6100,438,47,1653.84,2817.4,Professionals (25-34),Latin America
CMP_004537,Q2 Retention,LinkedIn,2025-10-19 18:06:32.560854,4192,111,5,417.41,236.05,Seniors (45+),Europe
CMP_004458,Q3 Retention,Google Ads,2025-06-19 18:06:32.560854,2740,111,9,436.68,1216.67,Seniors (45+),North America
CMP_006526,Holiday Retention,Google Ads,2026-04-01 18:06:32.560854,1392,28,3,88.04,323.52,Adults (35-44),Asia Pacific
CMP_004379,Fall Conversion,Google Ads,2025-06-22 18:06:32.560854,2984,189,6,423.77,544.49,Seniors (45+),Latin America
CMP_000730,Fall Conversion,Email,2025-07-01 18:06:32.560854,4280,243,16,518.25,2229.18,,Europe
CMP_004358,Q3 Retention,Instagram,2025-12-24 18:06:32.560854,1969,167,13,166.49,2237.02,Seniors (45+),Latin America
CMP_001937,Holiday Conversion,Google Ads,2025-08-19 18:06:32.560854,56333,4059,181,15590.5,11033.87,Seniors (45+),Asia Pacific
CMP_003794,Winter Sale,Google Ads,2026-01-26 18:06:32.560854,55212,3764,81,10833.82,3566.25,Professionals (25-34),Latin America
CMP_007540,Winter Launch,Email,2025-10-07 18:06:32.560854,9153,248,15,373.29,2343.77,Seniors (45+),North America
CMP_007107,Summer Conversion,Email,2025-04-19 18:06:32.560854,95312,5907,423,4810.35,26863.81,Professionals (25-34),Europe
CMP_005771,Fall Conversion,Email,2025-12-26 18:06:32.560854,11531,853,34,3110.54,4055.64,Young Adults (18-24),Latin America
CMP_001111,Holiday Launch,LinkedIn,2026-02-15 18:06:32.560854,6171,334,7,245.25,673.46,Young Adults (18-24),North America
CMP_006563,Winter Retargeting,Facebook,2025-07-11 18:06:32.560854,6446,274,15,369.9,2173.37,Young Adults (18-24),Europe
CMP_002999,Holiday Retention,Google Ads,2025-08-27 18:06:32.560854,13433,868,41,2370.61,1779.02,Seniors (45+),North America
CMP_002395,Summer Promo,Email,2026-03-06 18:06:32.560854,135232,4614,268,4437.47,26745.56,Seniors (45+),Latin America
CMP_001186,Winter Launch,LinkedIn,2026-03-18 18:06:32.560854,14091,389,8,1444.95,995.39,Professionals (25-34),Europe
CMP_002008,Spring Retargeting,Facebook,2026-02-05 18:06:32.560854,5895,201,18,270.34,1656.85,Adults (35-44),North America
CMP_000194,Q3 Retention,LinkedIn,2025-12-26 18:06:32.560854,12806,748,80,2124.45,6096.09,Seniors (45+),North America
CMP_006612,Q1 Promo,Instagram,2026-02-02 18:06:32.560854,245514,6343,468,19491.24,42276.12,Seniors (45+),Asia Pacific
CMP_000579,Holiday Conversion,Facebook,2025-11-11 18:06:32.560854,10141,190,3,237.8,157.24,Professionals (25-34),Asia Pacific
CMP_000772,Fall Conversion,Google Ads,2026-02-23 18:06:32.560854,33387,615,65,2757.08,2712.37,Seniors (45+),Asia Pacific
CMP_002396,Fall Conversion,Facebook,2025-09-19 18:06:32.560854,1510,18,0,53.98,0.0,Young Adults (18-24),Europe
CMP_008000,Q2 Retargeting,Email,2025-06-01 18:06:32.560854,3267,236,24,269.29,,,North America
CMP_001847,Fall Conversion,Email,2025-06-10 18:06:32.560854,11120,485,15,2034.14,1452.43,Seniors (45+),North America
CMP_007906,Summer Promo,Instagram,2026-03-31 18:06:32.560854,6957,349,29,1049.76,4782.92,Young Adults (18-24),Asia Pacific
CMP_004275,Summer Conversion,Facebook,2025-12-17 18:06:32.560854,6478,82,6,359.3,349.78,Young Adults (18-24),Europe
CMP_003741,Q1 Promo,Google Ads,2026-03-10 18:06:32.560854,5936,253,25,1102.0,3602.05,Young Adults (18-24),Latin America
CMP_004601,Q3 Retention,LinkedIn,2025-07-18 18:06:32.560854,1316,89,2,163.86,157.14,Professionals (25-34),Latin America
CMP_005193,Q2 Retargeting,LinkedIn,2026-02-02 18:06:32.560854,36867,2201,41,1842.72,2278.18,Young Adults (18-24),North America
CMP_005370,Q3 Retention,Email,2025-07-04 18:06:32.560854,8178,478,36,1258.28,5555.63,Adults (35-44),Europe
CMP_002074,Spring Retargeting,Email,2026-03-03 18:06:32.560854,6329,129,10,308.38,881.29,Adults (35-44),North America
CMP_001897,Spring Retargeting,Facebook,2025-12-21 18:06:32.560854,114435,3821,150,10989.24,23703.69,Seniors (45+),Latin America
CMP_005953,Q1 Promo,Facebook,2026-02-09 18:06:32.560854,1074,21,1,73.08,72.1,Adults (35-44),Latin America
CMP_003660,Summer Conversion,Google Ads,2026-03-11 18:06:32.560854,3161,116,3,445.66,324.02,Young Adults (18-24),Europe
CMP_002380,Q3 Retention,Facebook,2026-02-11 18:06:32.560854,9164,175,8,697.35,,Professionals (25-34),North America
CMP_001448,Fall Conversion,LinkedIn,2026-02-21 18:06:32.560854,43058,2933,136,6588.11,6667.16,Adults (35-44),North America
CMP_000343,Q3 Retention,Email,2025-07-06 18:06:32.560854,2504,178,15,154.18,2590.0,Adults (35-44),Latin America
CMP_007127,Holiday Retention,Instagram,2025-05-13 18:06:32.560854,4947,307,23,1098.79,1254.52,Seniors (45+),Europe
CMP_002528,Fall Conversion,Email,2026-03-23 18:06:32.560854,1818,123,10,258.71,849.23,Professionals (25-34),North America
CMP_000728,Winter Launch,Google Ads,2026-02-10 18:06:32.560854,11932,572,64,2092.65,11260.96,Professionals (25-34),North America
CMP_004578,Spring Retargeting,Email,2025-07-23 18:06:32.560854,2799,171,12,559.88,569.68,Adults (35-44),North America
CMP_000977,Q2 Retention,LinkedIn,2025-12-15 18:06:32.560854,7338,121,7,185.27,951.86,Seniors (45+),Europe
CMP_006196,Summer Promo,Facebook,2025-06-27 18:06:32.560854,19831,844,81,2200.09,14296.84,Seniors (45+),Europe
CMP_003517,Holiday Launch,Email,2025-05-21 18:06:32.560854,2192,22,1,37.44,46.74,Adults (35-44),Latin America
CMP_005284,Fall Awareness,Email,2026-03-07 18:06:32.560854,29730,548,36,567.68,3430.85,Professionals (25-34),Asia Pacific
CMP_007752,Fall Awareness,Facebook,2026-01-11 18:06:32.560854,2625,193,19,619.4,3000.19,Seniors (45+),North America
CMP_003941,Holiday Launch,Email,2026-01-31 18:06:32.560854,4562,274,16,384.78,2445.68,Seniors (45+),North America
CMP_001300,Summer Conversion,Instagram,2026-01-17 18:06:32.560854,4398,200,19,137.67,1220.65,Seniors (45+),North America
CMP_007419,Q3 Retention,Facebook,2025-05-22 18:06:32.560854,34587,1741,194,3792.03,5873.73,Professionals (25-34),Asia Pacific
CMP_000661,Winter Awareness,Facebook,2025-09-23 18:06:32.560854,14745,680,17,2063.22,890.86,Adults (35-44),North America
CMP_001493,Q3 Retention,Google Ads,2025-07-31 18:06:32.560854,8854,313,14,1237.68,1321.02,Seniors (45+),Asia Pacific
CMP_006116,Winter Launch,Google Ads,2026-01-16 18:06:32.560854,9973,234,10,874.35,482.3,Seniors (45+),Europe
CMP_005628,Q3 Retention,Facebook,2025-09-18 18:06:32.560854,2984,100,5,115.94,,Seniors (45+),Asia Pacific
CMP_007865,Spring Retargeting,LinkedIn,2025-09-07 18:06:32.560854,13706,172,16,691.88,,Professionals (25-34),North America
CMP_002316,Q2 Launch,Google Ads,2025-06-15 18:06:32.560854,19376,1272,141,3709.85,,Adults (35-44),Latin America
CMP_007501,Winter Launch,LinkedIn,2025-11-28 18:06:32.560854,151773,8946,144,20996.06,17060.84,Young Adults (18-24),Europe
CMP_007441,Fall Conversion,Email,2025-12-28 18:06:32.560854,3366,155,15,451.69,981.08,Adults (35-44),North America
CMP_001086,Winter Sale,Google Ads,2025-11-03 18:06:32.560854,11815,691,68,2656.67,4787.06,Seniors (45+),Europe
CMP_007623,Holiday Retention,Facebook,2025-06-28 18:06:32.560854,106711,4399,96,10051.18,11173.63,Adults (35-44),Latin America
CMP_003199,Holiday Retention,Instagram,2025-05-31 18:06:32.560854,5876,253,21,446.59,,Professionals (25-34),Europe
CMP_005472,Holiday Conversion,Google Ads,2025-09-06 18:06:32.560854,14193,505,51,925.56,7956.48,Adults (35-44),Latin America
CMP_005486,Winter Launch,Instagram,2026-03-30 18:06:32.560854,30759,2650,238,2805.53,10180.05,Young Adults (18-24),Europe
CMP_000068,Q2 Retargeting,Facebook,2026-02-12 18:06:32.560854,4855,139,8,317.44,1000.69,Adults (35-44),Asia Pacific
CMP_006422,Q1 Promo,Email,2025-11-02 18:06:32.560854,7615,627,10,2101.95,1336.55,Adults (35-44),Asia Pacific
CMP_002270,Q3 Retention,Facebook,2025-11-18 18:06:32.560854,13274,472,28,699.91,4123.16,Adults (35-44),Asia Pacific
CMP_005710,Winter Sale,LinkedIn,2026-03-10 18:06:32.560854,20848,1058,122,1926.94,8004.34,Adults (35-44),Asia Pacific
CMP_005138,Spring Retargeting,Facebook,2025-05-18 18:06:32.560854,8282,568,44,2404.04,,Adults (35-44),Europe
CMP_006368,Winter Retargeting,Facebook,2025-07-01 18:06:32.560854,1156,61,6,175.59,1000.38,Professionals (25-34),Latin America
CMP_003448,Winter Retargeting,Facebook,2026-01-19 18:06:32.560854,32299,2084,190,3729.75,7093.45,Professionals (25-34),Latin America
CMP_002368,Q3 Retention,Instagram,2025-12-03 18:06:32.560854,21126,347,35,676.61,1245.5,Adults (35-44),North America
CMP_004811,Fall Awareness,Email,2025-07-04 18:06:32.560854,8429,571,32,2062.27,5160.32,Seniors (45+),Europe
CMP_005399,Winter Launch,Google Ads,2025-10-08 18:06:32.560854,16721,964,16,628.98,856.53,Seniors (45+),Europe
CMP_002513,Q2 Retargeting,Facebook,2025-10-27 18:06:32.560854,11795,399,33,241.12,5393.74,Adults (35-44),Asia Pacific
CMP_002724,Winter Awareness,Facebook,2025-10-31 18:06:32.560854,18650,619,52,2584.5,7652.95,Adults (35-44),Europe
CMP_006878,Holiday Retention,Email,2025-07-14 18:06:32.560854,10732,481,50,818.27,8383.67,Professionals (25-34),Latin America
CMP_005983,Winter Retargeting,Instagram,2026-03-23 18:06:32.560854,6853,519,56,929.65,8961.45,Seniors (45+),North America
CMP_001144,Winter Launch,Instagram,2025-12-05 18:06:32.560854,49181,4085,222,15453.09,33574.4,Adults (35-44),Europe
CMP_007669,Winter Sale,LinkedIn,2026-03-01 18:06:32.560854,5971,151,12,643.08,968.21,Young Adults (18-24),Latin America
CMP_005610,Winter Launch,LinkedIn,2025-10-31 18:06:32.560854,1672,154,7,201.75,253.02,Young Adults (18-24),North America
CMP_006927,Q2 Retention,Google Ads,2025-10-11 18:06:32.560854,4009,64,7,273.73,,Professionals (25-34),North America
CMP_005014,Q1 Promo,Instagram,2025-12-27 18:06:32.560854,2864,48,2,141.04,326.14,Young Adults (18-24),Latin America
CMP_003790,Q1 Promo,Facebook,2026-03-28 18:06:32.560854,2065,29,0,59.41,0.0,Seniors (45+),North America
CMP_002221,Holiday Retention,Email,2026-01-16 18:06:32.560854,4474,156,4,525.34,128.43,Seniors (45+),Europe
CMP_002332,Winter Sale,Email,2025-05-07 18:06:32.560854,32073,2564,273,10323.86,7172.66,Young Adults (18-24),Europe
CMP_007791,Q1 Promo,Facebook,2025-11-30 18:06:32.560854,1353,71,5,88.27,446.15,Adults (35-44),Asia Pacific
CMP_005340,Q3 Retention,Facebook,2025-04-05 18:06:32.560854,7802,546,43,1623.3,3199.1,Seniors (45+),Europe
CMP_007095,Holiday Retention,Instagram,2025-09-23 18:06:32.560854,11372,115,6,383.43,724.66,Young Adults (18-24),North America
CMP_004089,Q2 Retention,LinkedIn,2026-02-24 18:06:32.560854,407,10,1,29.17,100.95,Adults (35-44),Europe
CMP_001968,Fall Conversion,LinkedIn,2025-09-25 18:06:32.560854,20978,1182,45,4196.69,2914.46,,Latin America
CMP_006322,Q2 Retargeting,Facebook,2025-11-17 18:06:32.560854,7681,598,34,1087.44,3945.9,Adults (35-44),Europe
CMP_007462,Fall Awareness,Google Ads,2025-09-27 18:06:32.560854,6019,199,16,666.83,2247.34,Professionals (25-34),North America
CMP_004366,Winter Retargeting,Instagram,2026-01-05 18:06:32.560854,24290,1583,111,2898.12,5458.71,Professionals (25-34),Latin America
CMP_000424,Winter Retargeting,Google Ads,2025-11-12 18:06:32.560854,34084,2578,133,4175.47,3626.57,Seniors (45+),North America
CMP_006999,Holiday Conversion,Facebook,2025-09-19 18:06:32.560854,9784,182,19,742.59,3251.68,Seniors (45+),Latin America
CMP_001905,Fall Awareness,Google Ads,2026-01-28 18:06:32.560854,16894,1255,125,2184.68,7803.23,Professionals (25-34),North America
CMP_007332,Summer Conversion,Google Ads,2026-02-27 18:06:32.560854,7866,330,37,989.17,6500.07,Professionals (25-34),Europe
CMP_003918,Winter Retargeting,Facebook,2025-09-19 18:06:32.560854,15145,402,32,1311.48,3452.1,Young Adults (18-24),Asia Pacific
CMP_003619,Q1 Promo,Email,2026-02-10 18:06:32.560854,2355,98,5,92.93,762.06,Professionals (25-34),North America
CMP_000840,Fall Awareness,Email,2025-12-26 18:06:32.560854,13026,195,11,396.72,1895.2,Young Adults (18-24),Latin America
CMP_004597,Spring Retargeting,Instagram,2026-01-27 18:06:32.560854,3596,112,9,140.14,1047.47,Young Adults (18-24),North America
CMP_006596,Holiday Conversion,Google Ads,2025-08-20 18:06:32.560854,6480,369,40,940.82,6068.82,Seniors (45+),Asia Pacific
CMP_000142,Q2 Retention,Google Ads,2025-08-11 18:06:32.560854,23910,444,19,1460.51,1400.73,Young Adults (18-24),Latin America
CMP_006670,Holiday Retention,LinkedIn,2025-06-14 18:06:32.560854,22001,245,4,453.13,356.65,Adults (35-44),Europe
CMP_001378,Holiday Retention,Email,2025-11-19 18:06:32.560854,2832,224,6,334.02,870.28,Adults (35-44),Latin America
CMP_003675,Fall Conversion,Instagram,2025-12-19 18:06:32.560854,60422,4443,235,9412.94,35688.69,Seniors (45+),North America
CMP_006825,Summer Promo,Email,2025-07-25 18:06:32.560854,28673,1046,76,1638.49,7452.28,Seniors (45+),North America
CMP_007916,Summer Conversion,LinkedIn,2025-08-08 18:06:32.560854,5251,440,29,1621.71,1764.27,Young Adults (18-24),North America
CMP_004742,Winter Retargeting,Email,2025-06-04 18:06:32.560854,29437,1673,76,7026.21,12693.49,Young Adults (18-24),North America
CMP_003809,Spring Retargeting,Facebook,2025-05-02 18:06:32.560854,3513,163,9,388.75,503.38,Seniors (45+),Latin America
CMP_001139,Q2 Launch,LinkedIn,2025-11-07 18:06:32.560854,67366,3117,248,4652.3,20290.41,Professionals (25-34),Asia Pacific
CMP_002258,Q1 Promo,Google Ads,2025-10-21 18:06:32.560854,32715,1069,33,4791.32,5644.96,Adults (35-44),Latin America
CMP_001788,Q1 Promo,Google Ads,2025-12-20 18:06:32.560854,4336,301,5,851.9,551.81,Young Adults (18-24),Europe
CMP_003939,Q1 Promo,Facebook,2025-07-05 18:06:32.560854,61257,3669,401,11628.14,,Professionals (25-34),Europe
CMP_005240,Summer Conversion,Google Ads,2025-09-28 18:06:32.560854,30724,1266,104,3015.22,15163.74,Young Adults (18-24),Latin America
CMP_007439,Winter Launch,Instagram,2025-08-23 18:06:32.560854,7429,425,8,689.21,859.74,Young Adults (18-24),Latin America
CMP_000460,Summer Promo,Google Ads,2025-06-08 18:06:32.560854,6408,341,28,218.03,907.76,Adults (35-44),Latin America
CMP_007387,Winter Awareness,Facebook,2025-05-27 18:06:32.560854,3630,139,3,185.09,230.79,Adults (35-44),Asia Pacific
CMP_000949,Holiday Launch,LinkedIn,2026-03-02 18:06:32.560854,12131,257,29,399.79,3534.43,Adults (35-44),Latin America
CMP_003701,Q3 Retention,Instagram,2025-12-20 18:06:32.560854,3956,135,15,110.38,379.57,Seniors (45+),Europe
CMP_001337,Q2 Retention,Google Ads,2025-07-18 18:06:32.560854,45373,2865,319,5858.75,42902.59,Young Adults (18-24),Europe
CMP_004629,Summer Promo,Email,2025-12-30 18:06:32.560854,4972,188,5,685.69,315.48,Seniors (45+),Asia Pacific
CMP_007932,Q2 Retargeting,Email,2026-02-03 18:06:32.560854,11694,153,14,478.58,1380.66,Seniors (45+),Asia Pacific
CMP_001603,Q2 Retention,Instagram,2025-07-31 18:06:32.560854,30796,2628,48,1741.34,2607.2,Adults (35-44),North America
CMP_002239,Summer Conversion,Facebook,2025-05-18 18:06:32.560854,5514,350,18,469.89,3224.66,Seniors (45+),Latin America
CMP_000640,Summer Promo,Email,2025-10-01 18:06:32.560854,25789,685,76,1153.67,6356.26,Professionals (25-34),Europe
CMP_007796,Q2 Launch,Instagram,2025-04-02 18:06:32.560854,24423,1897,147,5149.04,18513.44,Seniors (45+),Europe
CMP_003831,Holiday Conversion,LinkedIn,2025-10-02 18:06:32.560854,2902,34,3,70.52,185.8,Adults (35-44),Europe
CMP_005289,Q1 Promo,Instagram,2025-05-28 18:06:32.560854,15952,998,39,2134.53,4029.52,Adults (35-44),Asia Pacific
CMP_005590,Holiday Launch,LinkedIn,2025-12-29 18:06:32.560854,92724,2126,160,7550.13,19194.82,Seniors (45+),Europe
CMP_007225,Holiday Launch,LinkedIn,2026-03-07 18:06:32.560854,1546,23,1,97.7,85.11,Young Adults (18-24),Europe
CMP_001071,Summer Conversion,LinkedIn,2025-08-30 18:06:32.560854,5053,118,4,368.95,457.62,Professionals (25-34),North America
CMP_000156,Q3 Retention,LinkedIn,2025-08-07 18:06:32.560854,26773,749,40,2882.56,3703.89,Seniors (45+),Latin America
CMP_002296,Fall Conversion,Email,2025-04-06 18:06:32.560854,28502,1336,53,1406.83,9302.55,Professionals (25-34),Asia Pacific
CMP_005156,Winter Sale,LinkedIn,2025-09-01 18:06:32.560854,21914,219,3,974.05,121.5,Seniors (45+),Asia Pacific
CMP_004579,Q3 Retention,Facebook,2026-03-27 18:06:32.560854,2919,231,26,590.98,2225.16,Adults (35-44),North America
CMP_001090,Spring Retargeting,LinkedIn,2025-08-02 18:06:32.560854,8898,671,28,831.93,1646.24,Professionals (25-34),Latin America
CMP_002941,Summer Conversion,Instagram,2025-08-17 18:06:32.560854,7972,611,60,942.71,6734.8,Seniors (45+),Asia Pacific
CMP_006829,Winter Sale,Email,2026-01-08 18:06:32.560854,7876,406,16,1081.75,1784.43,Adults (35-44),North America
CMP_004385,Winter Awareness,Facebook,2026-03-03 18:06:32.560854,1134,93,4,108.12,709.57,Seniors (45+),Asia Pacific
CMP_000931,Q3 Retention,LinkedIn,2025-06-19 18:06:32.560854,10874,778,57,935.22,7013.38,Professionals (25-34),Europe
CMP_002910,Holiday Launch,Email,2025-09-02 18:06:32.560854,2672,114,5,402.76,398.37,Seniors (45+),Latin America
CMP_005397,Winter Retargeting,Email,2025-05-25 18:06:32.560854,13555,898,14,770.56,2205.03,Young Adults (18-24),Latin America
CMP_007411,Q2 Launch,Instagram,2025-10-18 18:06:32.560854,21154,1081,92,2574.74,10562.27,Young Adults (18-24),Asia Pacific
CMP_003248,Holiday Conversion,Google Ads,2025-10-14 18:06:32.560854,689,35,2,113.19,59.81,Young Adults (18-24),North America
CMP_007626,Q3 Retention,Facebook,2025-12-31 18:06:32.560854,653,13,0,34.83,0.0,Professionals (25-34),Latin America
CMP_006006,Q2 Retargeting,Google Ads,2026-03-24 18:06:32.560854,28284,1645,66,6207.36,9923.97,Seniors (45+),Latin America
CMP_005928,Q3 Retention,LinkedIn,2026-01-07 18:06:32.560854,3402,310,17,315.82,2255.02,Adults (35-44),Asia Pacific
CMP_007712,Q3 Retention,Instagram,2025-09-27 18:06:32.560854,2288,76,4,174.0,299.47,Professionals (25-34),Europe
CMP_007647,Spring Retargeting,LinkedIn,2025-11-19 18:06:32.560854,216025,15559,245,14526.56,25488.41,Adults (35-44),Latin America
CMP_007530,Q3 Retention,LinkedIn,2025-08-14 18:06:32.560854,11263,448,30,648.34,2395.97,Seniors (45+),Europe
CMP_001699,Q2 Retargeting,Email,2026-03-24 18:06:32.560854,7788,495,38,948.1,6375.37,Seniors (45+),Europe
CMP_002386,Q2 Retention,Facebook,2025-12-11 18:06:32.560854,42453,2623,248,10318.01,23087.17,Professionals (25-34),North America
CMP_003523,Holiday Conversion,Instagram,2025-08-18 18:06:32.560854,6559,367,22,802.18,3827.1,Adults (35-44),Latin America
CMP_005466,Fall Conversion,Google Ads,2025-11-16 18:06:32.560854,2329,92,4,162.12,286.78,Adults (35-44),Latin America
CMP_003832,Fall Conversion,LinkedIn,2026-02-13 18:06:32.560854,5835,361,23,237.21,2995.55,Adults (35-44),Europe
CMP_007363,Holiday Launch,Email,2025-11-27 18:06:32.560854,14093,907,56,1035.95,2578.6,Professionals (25-34),Latin America
CMP_007352,Holiday Retention,Instagram,2025-04-27 18:06:32.560854,6143,340,39,305.32,5645.56,Young Adults (18-24),North America
CMP_000986,Q2 Retargeting,Instagram,2025-11-12 18:06:32.560854,28473,1757,61,6694.41,,Professionals (25-34),North America
CMP_001822,Q2 Launch,Google Ads,2025-06-10 18:06:32.560854,7968,471,9,1998.02,693.96,Adults (35-44),Europe
CMP_007105,Q3 Retention,LinkedIn,2025-08-15 18:06:32.560854,1331,64,5,120.19,,Young Adults (18-24),Europe
CMP_000588,Winter Awareness,Instagram,2025-06-14 18:06:32.560854,7214,283,5,414.67,365.21,Young Adults (18-24),Asia Pacific
CMP_007705,Summer Conversion,Google Ads,2025-05-01 18:06:32.560854,7317,592,64,1584.69,5242.77,Seniors (45+),Asia Pacific
CMP_005614,Q2 Retargeting,Instagram,2025-08-08 18:06:32.560854,11064,820,43,1312.03,1763.1,Young Adults (18-24),Europe
CMP_007357,Q1 Promo,Google Ads,2026-03-29 18:06:32.560854,9933,179,18,310.99,2839.87,Professionals (25-34),North America
CMP_006158,Holiday Retention,Email,2026-01-21 18:06:32.560854,7646,141,10,412.92,,Adults (35-44),Asia Pacific
CMP_006307,Summer Promo,LinkedIn,2025-10-01 18:06:32.560854,691,27,2,103.95,177.91,Seniors (45+),North America
CMP_006413,Q2 Launch,Email,2026-02-26 18:06:32.560854,9811,470,27,1350.91,3090.23,,North America
CMP_003558,Fall Conversion,Facebook,2025-11-10 18:06:32.560854,95311,6302,242,17295.58,10205.6,Young Adults (18-24),Latin America
CMP_001396,Q2 Retargeting,Facebook,2026-02-19 18:06:32.560854,1494,103,6,234.72,336.91,Seniors (45+),Asia Pacific
